platform,username,rating,tanggal,content,cleaning,case_folding,normalization,tokenization,stopword_removal,stemming,label,sentimen_pred
Shopee,elvinaferdianti,5.0,2023-02-15T05:25:52.000Z,"Bener2 bagus ini, bikin rambut aku yang keriting jadi lurusss, makasihh seller dan kurir",Bener Bener bagus ini bikin rambut aku yang keriting jadi lurusss makasihh seller dan kurir,bener bener bagus ini bikin rambut aku yang keriting jadi lurusss makasihh seller dan kurir,benar benar bagus ini bikin rambut aku yang keriting jadi lurus makasihh seller dan kurir,"['benar', 'benar', 'bagus', 'ini', 'bikin', 'rambut', 'aku', 'yang', 'keriting', 'jadi', 'lurus', 'makasihh', 'seller', 'dan', 'kurir']","['benar', 'benar', 'bagus', 'bikin', 'rambut', 'aku', 'keriting', 'jadi', 'lurus', 'makasihh', 'seller', 'kurir']","['benar', 'benar', 'bagus', 'bikin', 'rambut', 'aku', 'keriting', 'jadi', 'lurus', 'makasihh', 'seller', 'kurir']",Positif,Positif
Shopee,s*****i,5.0,2024-09-06T11:31:01.000Z,"Tekstur:krim
Aroma:harum
Efek:blm dicoba

Semoga cocok br perdana beli",Tekstur krim Aroma harum Efek blm dicoba Semoga cocok br perdana beli,tekstur krim aroma harum efek blm dicoba semoga cocok br perdana beli,tekstur krim aroma harum efek belum dicoba semoga cocok br perdana beli,"['tekstur', 'krim', 'aroma', 'harum', 'efek', 'belum', 'dicoba', 'semoga', 'cocok', 'br', 'perdana', 'beli']","['tekstur', 'krim', 'aroma', 'harum', 'efek', 'belum', 'dicoba', 'semoga', 'cocok', 'br', 'perdana', 'beli']","['tekstur', 'krim', 'aroma', 'harum', 'efek', 'belum', 'coba', 'moga', 'cocok', 'br', 'perdana', 'beli']",Positif,Positif
Shopee,i*****1,5.0,2023-06-08T14:11:52.000Z,"Profil Kecantikan:Hair Care Protein Cream
Manfaat:Vitamin Rambut Ngembang, Kering & Kusut
Pengalaman Penggunaan:Tekstur Creamnya lembut & wangi.

Paket sudah sampai. Packing nya aman . Pengiriman cepat. Barang datang sesuai dengan pesanan. Respon penjual baik & ramah. terimakasih seller. Sukses & amanah selalu. 🙏🙏🙏",Profil Kecantikan Hair Care Protein Cream Manfaat Vitamin Rambut Ngembang Kering Kusut Pengalaman Penggunaan Tekstur Creamnya lembut wangi Paket sudah sampai Packing nya aman Pengiriman cepat Barang datang sesuai dengan pesanan Respon penjual baik ramah terimakasih seller Sukses amanah selalu,profil kecantikan hair care protein cream manfaat vitamin rambut ngembang kering kusut pengalaman penggunaan tekstur creamnya lembut wangi paket sudah sampai packing nya aman pengiriman cepat barang datang sesuai dengan pesanan respon penjual baik ramah terimakasih seller sukses amanah selalu,profil kecantikan hair care protein cream manfaat vitamin rambut ngembang kering kusut pengalaman penggunaan tekstur creamnya lembut wangi paket sudah sampai packing nya aman pengiriman cepat barang datang sesuai dengan pesanan respon penjual baik ramah terimakasih seller sukses amanah selalu,"['profil', 'kecantikan', 'hair', 'care', 'protein', 'cream', 'manfaat', 'vitamin', 'rambut', 'ngembang', 'kering', 'kusut', 'pengalaman', 'penggunaan', 'tekstur', 'creamnya', 'lembut', 'wangi', 'paket', 'sudah', 'sampai', 'packing', 'nya', 'aman', 'pengiriman', 'cepat', 'barang', 'datang', 'sesuai', 'dengan', 'pesanan', 'respon', 'penjual', 'baik', 'ramah', 'terimakasih', 'seller', 'sukses', 'amanah', 'selalu']","['profil', 'kecantikan', 'hair', 'care', 'protein', 'cream', 'manfaat', 'vitamin', 'rambut', 'ngembang', 'kering', 'kusut', 'pengalaman', 'penggunaan', 'tekstur', 'creamnya', 'lembut', 'wangi', 'paket', 'packing', 'nya', 'aman', 'pengiriman', 'cepat', 'barang', 'datang', 'sesuai', 'pesanan', 'respon', 'penjual', 'baik', 'ramah', 'terimakasih', 'seller', 'sukses', 'amanah', 'selalu']","['profil', 'cantik', 'hair', 'care', 'protein', 'cream', 'manfaat', 'vitamin', 'rambut', 'ngembang', 'kering', 'kusut', 'alam', 'guna', 'tekstur', 'creamnya', 'lembut', 'wangi', 'paket', 'packing', 'nya', 'aman', 'kirim', 'cepat', 'barang', 'datang', 'sesuai', 'pesan', 'respon', 'jual', 'baik', 'ramah', 'terimakasih', 'seller', 'sukses', 'amanah', 'selalu']",Positif,Positif
Shopee,d*****a,3.0,2024-01-30T06:38:36.000Z,"Wanginya enak, tekstur nya lembut berminyak gitu exp 2028, pengemasan dan pengiriman lumayan cpet, cuma katanya dapet bonusan ini ga dapet hehe tapi yaudahlah semoga next time Toko lebih amanah",Wanginya enak tekstur nya lembut berminyak gitu exp pengemasan dan pengiriman lumayan cpet cuma katanya dapet bonusan ini ga dapet hehe tapi yaudahlah semoga next time Toko lebih amanah,wanginya enak tekstur nya lembut berminyak gitu exp pengemasan dan pengiriman lumayan cpet cuma katanya dapet bonusan ini ga dapet hehe tapi yaudahlah semoga next time toko lebih amanah,wanginya enak tekstur nya lembut berminyak gitu exp pengemasan dan pengiriman lumayan cpet cuma katanya dapet bonusan ini tidak dapet hehe tapi yaudahlah semoga next time toko lebih amanah,"['wanginya', 'enak', 'tekstur', 'nya', 'lembut', 'berminyak', 'gitu', 'exp', 'pengemasan', 'dan', 'pengiriman', 'lumayan', 'cpet', 'cuma', 'katanya', 'dapet', 'bonusan', 'ini', 'tidak', 'dapet', 'hehe', 'tapi', 'yaudahlah', 'semoga', 'next', 'time', 'toko', 'lebih', 'amanah']","['wanginya', 'enak', 'tekstur', 'nya', 'lembut', 'berminyak', 'gitu', 'exp', 'pengemasan', 'pengiriman', 'lumayan', 'cpet', 'cuma', 'katanya', 'dapet', 'bonusan', 'tidak', 'dapet', 'hehe', 'yaudahlah', 'semoga', 'next', 'time', 'toko', 'lebih', 'amanah']","['wangi', 'enak', 'tekstur', 'nya', 'lembut', 'minyak', 'gitu', 'exp', 'emas', 'kirim', 'lumayan', 'cpet', 'cuma', 'kata', 'dapet', 'bonus', 'tidak', 'dapet', 'hehe', 'yaudahlah', 'moga', 'next', 'time', 'toko', 'lebih', 'amanah']",Netral,Positif
Shopee,t*****n,5.0,2024-04-16T09:43:02.000Z,"Tekstur:creamy
Aroma:wangi
Efek:membuat rambut jadi rapi

Paket sudah sampai dengan aman. Packing rapi. Pengiriman termasuk cepat. Langganan di toko ini krn cck sm produknya. Dapet harga promo juga. Terima kasih seller...",Tekstur creamy Aroma wangi Efek membuat rambut jadi rapi Paket sudah sampai dengan aman Packing rapi Pengiriman termasuk cepat Langganan di toko ini krn cck sm produknya Dapet harga promo juga Terima kasih seller,tekstur creamy aroma wangi efek membuat rambut jadi rapi paket sudah sampai dengan aman packing rapi pengiriman termasuk cepat langganan di toko ini krn cck sm produknya dapet harga promo juga terima kasih seller,tekstur creamy aroma wangi efek membuat rambut jadi rapi paket sudah sampai dengan aman packing rapi pengiriman termasuk cepat langganan di toko ini karena cck sm produknya dapet harga promo juga terima kasih seller,"['tekstur', 'creamy', 'aroma', 'wangi', 'efek', 'membuat', 'rambut', 'jadi', 'rapi', 'paket', 'sudah', 'sampai', 'dengan', 'aman', 'packing', 'rapi', 'pengiriman', 'termasuk', 'cepat', 'langganan', 'di', 'toko', 'ini', 'karena', 'cck', 'sm', 'produknya', 'dapet', 'harga', 'promo', 'juga', 'terima', 'kasih', 'seller']","['tekstur', 'creamy', 'aroma', 'wangi', 'efek', 'membuat', 'rambut', 'jadi', 'rapi', 'paket', 'aman', 'packing', 'rapi', 'pengiriman', 'termasuk', 'cepat', 'langganan', 'toko', 'cck', 'sm', 'produknya', 'dapet', 'harga', 'promo', 'terima', 'kasih', 'seller']","['tekstur', 'creamy', 'aroma', 'wangi', 'efek', 'buat', 'rambut', 'jadi', 'rapi', 'paket', 'aman', 'packing', 'rapi', 'kirim', 'masuk', 'cepat', 'langgan', 'toko', 'cck', 'sm', 'produk', 'dapet', 'harga', 'promo', 'terima', 'kasih', 'seller']",Positif,Positif
Shopee,p*****n,5.0,2024-12-20T04:31:59.000Z,"Tekstur:ringan dan nyaman dipakai
Aroma:harum dan wangi
Efek:memberikan hasil yang bagus

Ma Shaa Allaah baru pertama kali nyoba dan hasilnya sangat memuaskan.... Rambutnya jadi mudah diatur, wangi nya enak banget... Pengiriman cepat dan packing nya aman. Kurir nya baik dan ramah. Terima kasih seller..",Tekstur ringan dan nyaman dipakai Aroma harum dan wangi Efek memberikan hasil yang bagus Ma Shaa Allaah baru pertama kali nyoba dan hasilnya sangat memuaskan Rambutnya jadi mudah diatur wangi nya enak banget Pengiriman cepat dan packing nya aman Kurir nya baik dan ramah Terima kasih seller,tekstur ringan dan nyaman dipakai aroma harum dan wangi efek memberikan hasil yang bagus ma shaa allaah baru pertama kali nyoba dan hasilnya sangat memuaskan rambutnya jadi mudah diatur wangi nya enak banget pengiriman cepat dan packing nya aman kurir nya baik dan ramah terima kasih seller,tekstur ringan dan nyaman dipakai aroma harum dan wangi efek memberikan hasil yang bagus ma shaa allaah baru pertama kali nyoba dan hasilnya sangat memuaskan rambutnya jadi mudah diatur wangi nya enak banget pengiriman cepat dan packing nya aman kurir nya baik dan ramah terima kasih seller,"['tekstur', 'ringan', 'dan', 'nyaman', 'dipakai', 'aroma', 'harum', 'dan', 'wangi', 'efek', 'memberikan', 'hasil', 'yang', 'bagus', 'ma', 'shaa', 'allaah', 'baru', 'pertama', 'kali', 'nyoba', 'dan', 'hasilnya', 'sangat', 'memuaskan', 'rambutnya', 'jadi', 'mudah', 'diatur', 'wangi', 'nya', 'enak', 'banget', 'pengiriman', 'cepat', 'dan', 'packing', 'nya', 'aman', 'kurir', 'nya', 'baik', 'dan', 'ramah', 'terima', 'kasih', 'seller']","['tekstur', 'ringan', 'nyaman', 'dipakai', 'aroma', 'harum', 'wangi', 'efek', 'memberikan', 'hasil', 'bagus', 'ma', 'shaa', 'allaah', 'baru', 'pertama', 'kali', 'nyoba', 'hasilnya', 'sangat', 'memuaskan', 'rambutnya', 'jadi', 'mudah', 'diatur', 'wangi', 'nya', 'enak', 'banget', 'pengiriman', 'cepat', 'packing', 'nya', 'aman', 'kurir', 'nya', 'baik', 'ramah', 'terima', 'kasih', 'seller']","['tekstur', 'ringan', 'nyaman', 'pakai', 'aroma', 'harum', 'wangi', 'efek', 'beri', 'hasil', 'bagus', 'ma', 'shaa', 'allaah', 'baru', 'pertama', 'kali', 'nyoba', 'hasil', 'sangat', 'muas', 'rambut', 'jadi', 'mudah', 'atur', 'wangi', 'nya', 'enak', 'banget', 'kirim', 'cepat', 'packing', 'nya', 'aman', 'kurir', 'nya', 'baik', 'ramah', 'terima', 'kasih', 'seller']",Positif,Positif
Shopee,s*****6,5.0,2025-01-19T02:18:56.000Z,"Tekstur:Lembut
Aroma:Wangi
Efek:Menghaluskan rambut

Ini review setelah pemakaian mau habis. Efek di rambut aku mulai terlihat setelah pemakaian minggu ke 3 (tergantung rambut masing-masing). Rambut jadi lebih lembut, mudah diatur dan tidak berantakan. Rambut juga terlihat jadi lebih berkilau.",Tekstur Lembut Aroma Wangi Efek Menghaluskan rambut Ini review setelah pemakaian mau habis Efek di rambut aku mulai terlihat setelah pemakaian minggu ke tergantung rambut masing masing Rambut jadi lebih lembut mudah diatur dan tidak berantakan Rambut juga terlihat jadi lebih berkilau,tekstur lembut aroma wangi efek menghaluskan rambut ini review setelah pemakaian mau habis efek di rambut aku mulai terlihat setelah pemakaian minggu ke tergantung rambut masing masing rambut jadi lebih lembut mudah diatur dan tidak berantakan rambut juga terlihat jadi lebih berkilau,tekstur lembut aroma wangi efek menghaluskan rambut ini review setelah pemakaian mau habis efek di rambut aku mulai terlihat setelah pemakaian minggu ke tergantung rambut masing masing rambut jadi lebih lembut mudah diatur dan tidak berantakan rambut juga terlihat jadi lebih berkilau,"['tekstur', 'lembut', 'aroma', 'wangi', 'efek', 'menghaluskan', 'rambut', 'ini', 'review', 'setelah', 'pemakaian', 'mau', 'habis', 'efek', 'di', 'rambut', 'aku', 'mulai', 'terlihat', 'setelah', 'pemakaian', 'minggu', 'ke', 'tergantung', 'rambut', 'masing', 'masing', 'rambut', 'jadi', 'lebih', 'lembut', 'mudah', 'diatur', 'dan', 'tidak', 'berantakan', 'rambut', 'juga', 'terlihat', 'jadi', 'lebih', 'berkilau']","['tekstur', 'lembut', 'aroma', 'wangi', 'efek', 'menghaluskan', 'rambut', 'review', 'pemakaian', 'mau', 'habis', 'efek', 'rambut', 'aku', 'mulai', 'terlihat', 'pemakaian', 'minggu', 'tergantung', 'rambut', 'masing', 'masing', 'rambut', 'jadi', 'lebih', 'lembut', 'mudah', 'diatur', 'tidak', 'berantakan', 'rambut', 'terlihat', 'jadi', 'lebih', 'berkilau']","['tekstur', 'lembut', 'aroma', 'wangi', 'efek', 'halus', 'rambut', 'review', 'pakai', 'mau', 'habis', 'efek', 'rambut', 'aku', 'mulai', 'lihat', 'pakai', 'minggu', 'gantung', 'rambut', 'masing', 'masing', 'rambut', 'jadi', 'lebih', 'lembut', 'mudah', 'atur', 'tidak', 'beranta', 'rambut', 'lihat', 'jadi', 'lebih', 'kilau']",Positif,Positif
Shopee,b*****a,5.0,2025-05-28T14:43:40.000Z,"Tekstur:Lembut
Aroma:Wangi, segar
Efek:Rambut berkilau, lembut, wangi

Baru coba kali pertama, aroma wangi dan segar, rambut auto lembut tanpa disisir untuk rambutku yang keriting. Pengiriman cepat dan seller ramah, terima kasih😍",Tekstur Lembut Aroma Wangi segar Efek Rambut berkilau lembut wangi Baru coba kali pertama aroma wangi dan segar rambut auto lembut tanpa disisir untuk rambutku yang keriting Pengiriman cepat dan seller ramah terima kasih,tekstur lembut aroma wangi segar efek rambut berkilau lembut wangi baru coba kali pertama aroma wangi dan segar rambut auto lembut tanpa disisir untuk rambutku yang keriting pengiriman cepat dan seller ramah terima kasih,tekstur lembut aroma wangi segar efek rambut berkilau lembut wangi baru coba kali pertama aroma wangi dan segar rambut auto lembut tanpa disisir untuk rambutku yang keriting pengiriman cepat dan seller ramah terima kasih,"['tekstur', 'lembut', 'aroma', 'wangi', 'segar', 'efek', 'rambut', 'berkilau', 'lembut', 'wangi', 'baru', 'coba', 'kali', 'pertama', 'aroma', 'wangi', 'dan', 'segar', 'rambut', 'auto', 'lembut', 'tanpa', 'disisir', 'untuk', 'rambutku', 'yang', 'keriting', 'pengiriman', 'cepat', 'dan', 'seller', 'ramah', 'terima', 'kasih']","['tekstur', 'lembut', 'aroma', 'wangi', 'segar', 'efek', 'rambut', 'berkilau', 'lembut', 'wangi', 'baru', 'coba', 'kali', 'pertama', 'aroma', 'wangi', 'segar', 'rambut', 'auto', 'lembut', 'disisir', 'rambutku', 'keriting', 'pengiriman', 'cepat', 'seller', 'ramah', 'terima', 'kasih']","['tekstur', 'lembut', 'aroma', 'wangi', 'segar', 'efek', 'rambut', 'kilau', 'lembut', 'wangi', 'baru', 'coba', 'kali', 'pertama', 'aroma', 'wangi', 'segar', 'rambut', 'auto', 'lembut', 'sisir', 'rambut', 'keriting', 'kirim', 'cepat', 'seller', 'ramah', 'terima', 'kasih']",Positif,Positif
Shopee,sumarni.huang82,5.0,2023-02-13T09:27:37.000Z,"Tekstur:kental creamy
Performa:lembut wanginya
Cocok Untuk:semua jenis rambut

Sangat wangi enak diaplikasikan ke rambut, rambut jd mudah diatur dan berkilau nampak sehat. Pengiriman jg sgt cepat. Pengemasan sangat baik. Thanks seller thanks shopee",Tekstur kental creamy Performa lembut wanginya Cocok Untuk semua jenis rambut Sangat wangi enak diaplikasikan ke rambut rambut jd mudah diatur dan berkilau nampak sehat Pengiriman jg sgt cepat Pengemasan sangat baik Thanks seller thanks shopee,tekstur kental creamy performa lembut wanginya cocok untuk semua jenis rambut sangat wangi enak diaplikasikan ke rambut rambut jd mudah diatur dan berkilau nampak sehat pengiriman jg sgt cepat pengemasan sangat baik thanks seller thanks shopee,tekstur kental creamy performa lembut wanginya cocok untuk semua jenis rambut sangat wangi enak diaplikasikan ke rambut rambut jadi mudah diatur dan berkilau nampak sehat pengiriman jg sgt cepat pengemasan sangat baik terima kasih seller terima kasih shopee,"['tekstur', 'kental', 'creamy', 'performa', 'lembut', 'wanginya', 'cocok', 'untuk', 'semua', 'jenis', 'rambut', 'sangat', 'wangi', 'enak', 'diaplikasikan', 'ke', 'rambut', 'rambut', 'jadi', 'mudah', 'diatur', 'dan', 'berkilau', 'nampak', 'sehat', 'pengiriman', 'jg', 'sgt', 'cepat', 'pengemasan', 'sangat', 'baik', 'terima', 'kasih', 'seller', 'terima', 'kasih', 'shopee']","['tekstur', 'kental', 'creamy', 'performa', 'lembut', 'wanginya', 'cocok', 'semua', 'jenis', 'rambut', 'sangat', 'wangi', 'enak', 'diaplikasikan', 'rambut', 'rambut', 'jadi', 'mudah', 'diatur', 'berkilau', 'nampak', 'sehat', 'pengiriman', 'jg', 'sgt', 'cepat', 'pengemasan', 'sangat', 'baik', 'terima', 'kasih', 'seller', 'terima', 'kasih', 'shopee']","['tekstur', 'kental', 'creamy', 'performa', 'lembut', 'wangi', 'cocok', 'semua', 'jenis', 'rambut', 'sangat', 'wangi', 'enak', 'aplikasi', 'rambut', 'rambut', 'jadi', 'mudah', 'atur', 'kilau', 'nampak', 'sehat', 'kirim', 'jg', 'sgt', 'cepat', 'emas', 'sangat', 'baik', 'terima', 'kasih', 'seller', 'terima', 'kasih', 'shopee']",Positif,Positif
Shopee,andyn_shop,5.0,2025-10-10T04:41:39.000Z,"Tekstur:lembut
Aroma:wangi
Efek:lembab

Alhamdulillah paketnya sdh tiba dn bermanfaat pengemasan jg baik makasih Shopee dn seller baru pertama kali pake jd blm tau efek nya cuman smoga cocok deh",Tekstur lembut Aroma wangi Efek lembab Alhamdulillah paketnya sdh tiba dn bermanfaat pengemasan jg baik makasih Shopee dn seller baru pertama kali pake jd blm tau efek nya cuman smoga cocok deh,tekstur lembut aroma wangi efek lembab alhamdulillah paketnya sdh tiba dn bermanfaat pengemasan jg baik makasih shopee dn seller baru pertama kali pake jd blm tau efek nya cuman smoga cocok deh,tekstur lembut aroma wangi efek lembab alhamdulillah paketnya sdh tiba dn bermanfaat pengemasan jg baik terima kasih shopee dn seller baru pertama kali pakai jadi belum tau efek nya cuman smoga cocok deh,"['tekstur', 'lembut', 'aroma', 'wangi', 'efek', 'lembab', 'alhamdulillah', 'paketnya', 'sdh', 'tiba', 'dn', 'bermanfaat', 'pengemasan', 'jg', 'baik', 'terima', 'kasih', 'shopee', 'dn', 'seller', 'baru', 'pertama', 'kali', 'pakai', 'jadi', 'belum', 'tau', 'efek', 'nya', 'cuman', 'smoga', 'cocok', 'deh']","['tekstur', 'lembut', 'aroma', 'wangi', 'efek', 'lembab', 'alhamdulillah', 'paketnya', 'sdh', 'tiba', 'dn', 'bermanfaat', 'pengemasan', 'jg', 'baik', 'terima', 'kasih', 'shopee', 'dn', 'seller', 'baru', 'pertama', 'kali', 'pakai', 'jadi', 'belum', 'tau', 'efek', 'nya', 'cuman', 'smoga', 'cocok', 'deh']","['tekstur', 'lembut', 'aroma', 'wangi', 'efek', 'lembab', 'alhamdulillah', 'paket', 'sdh', 'tiba', 'dn', 'manfaat', 'emas', 'jg', 'baik', 'terima', 'kasih', 'shopee', 'dn', 'seller', 'baru', 'pertama', 'kali', 'pakai', 'jadi', 'belum', 'tau', 'efek', 'nya', 'cuman', 'smoga', 'cocok', 'deh']",Positif,Positif
Shopee,ayuhnanda,4.0,2024-08-25T12:48:30.000Z,"Tekstur:Baik
Aroma:Tidak menyengat, cukup kalem
Efek:Hasil lumayan

Tidak buruk. Sejauh ini digunakan di rambut mungkin karena pada dsarnya tekstur rambut saya besar dan 
bukan tipe yg lembut jadi ya agak mengumpal tidak bisa ""kepyur"". Baru cukup cocok ketika dipadu padankan dgn sedikit efek catok jadi keringnya lebih pas ke tipe rambut saya .. 

Sejauh ini juga secara bahan aman tidak ada reaksi alergi.",Tekstur Baik Aroma Tidak menyengat cukup kalem Efek Hasil lumayan Tidak buruk Sejauh ini digunakan di rambut mungkin karena pada dsarnya tekstur rambut saya besar dan bukan tipe yg lembut jadi ya agak mengumpal tidak bisa kepyur Baru cukup cocok ketika dipadu padankan dgn sedikit efek catok jadi keringnya lebih pas ke tipe rambut saya Sejauh ini juga secara bahan aman tidak ada reaksi alergi,tekstur baik aroma tidak menyengat cukup kalem efek hasil lumayan tidak buruk sejauh ini digunakan di rambut mungkin karena pada dsarnya tekstur rambut saya besar dan bukan tipe yg lembut jadi ya agak mengumpal tidak bisa kepyur baru cukup cocok ketika dipadu padankan dgn sedikit efek catok jadi keringnya lebih pas ke tipe rambut saya sejauh ini juga secara bahan aman tidak ada reaksi alergi,tekstur baik aroma tidak menyengat cukup kalem efek hasil lumayan tidak buruk sejauh ini digunakan di rambut mungkin karena pada dsarnya tekstur rambut saya besar dan bukan tipe yang lembut jadi ya agak mengumpal tidak bisa kepyur baru cukup cocok ketika dipadu padankan dengan sedikit efek catok jadi keringnya lebih pas ke tipe rambut saya sejauh ini juga secara bahan aman tidak ada reaksi alergi,"['tekstur', 'baik', 'aroma', 'tidak', 'menyengat', 'cukup', 'kalem', 'efek', 'hasil', 'lumayan', 'tidak', 'buruk', 'sejauh', 'ini', 'digunakan', 'di', 'rambut', 'mungkin', 'karena', 'pada', 'dsarnya', 'tekstur', 'rambut', 'saya', 'besar', 'dan', 'bukan', 'tipe', 'yang', 'lembut', 'jadi', 'ya', 'agak', 'mengumpal', 'tidak', 'bisa', 'kepyur', 'baru', 'cukup', 'cocok', 'ketika', 'dipadu', 'padankan', 'dengan', 'sedikit', 'efek', 'catok', 'jadi', 'keringnya', 'lebih', 'pas', 'ke', 'tipe', 'rambut', 'saya', 'sejauh', 'ini', 'juga', 'secara', 'bahan', 'aman', 'tidak', 'ada', 'reaksi', 'alergi']","['tekstur', 'baik', 'aroma', 'tidak', 'menyengat', 'cukup', 'kalem', 'efek', 'hasil', 'lumayan', 'tidak', 'buruk', 'sejauh', 'digunakan', 'rambut', 'mungkin', 'dsarnya', 'tekstur', 'rambut', 'besar', 'bukan', 'tipe', 'lembut', 'jadi', 'mengumpal', 'tidak', 'kepyur', 'baru', 'cukup', 'cocok', 'dipadu', 'padankan', 'sedikit', 'efek', 'catok', 'jadi', 'keringnya', 'lebih', 'pas', 'tipe', 'rambut', 'sejauh', 'bahan', 'aman', 'tidak', 'reaksi', 'alergi']","['tekstur', 'baik', 'aroma', 'tidak', 'sengat', 'cukup', 'kalem', 'efek', 'hasil', 'lumayan', 'tidak', 'buruk', 'jauh', 'guna', 'rambut', 'mungkin', 'dsarnya', 'tekstur', 'rambut', 'besar', 'bukan', 'tipe', 'lembut', 'jadi', 'kumpal', 'tidak', 'kepyur', 'baru', 'cukup', 'cocok', 'padu', 'padan', 'sedikit', 'efek', 'catok', 'jadi', 'kering', 'lebih', 'pas', 'tipe', 'rambut', 'jauh', 'bahan', 'aman', 'tidak', 'reaksi', 'alergi']",Positif,Positif
Shopee,eidessentials,5.0,2025-10-13T05:17:00.000Z,"Tekstur:ringan, tidak lengket setelah di aplikasikan
Aroma:wangi seger enak lahh
Efek:ngaruh banget

Paketnya dateng dengan aman, bungkusnya rapi, produknya juga original, pemakaiannya harus rutin,  beda banget setelah di pakein sm engga. Bagus lah 👍",Tekstur ringan tidak lengket setelah di aplikasikan Aroma wangi seger enak lahh Efek ngaruh banget Paketnya dateng dengan aman bungkusnya rapi produknya juga original pemakaiannya harus rutin beda banget setelah di pakein sm engga Bagus lah,tekstur ringan tidak lengket setelah di aplikasikan aroma wangi seger enak lahh efek ngaruh banget paketnya dateng dengan aman bungkusnya rapi produknya juga original pemakaiannya harus rutin beda banget setelah di pakein sm engga bagus lah,tekstur ringan tidak lengket setelah di aplikasikan aroma wangi seger enak lahh efek ngaruh banget paketnya dateng dengan aman bungkusnya rapi produknya juga original pemakaiannya harus rutin beda banget setelah di pakein sm engga bagus lah,"['tekstur', 'ringan', 'tidak', 'lengket', 'setelah', 'di', 'aplikasikan', 'aroma', 'wangi', 'seger', 'enak', 'lahh', 'efek', 'ngaruh', 'banget', 'paketnya', 'dateng', 'dengan', 'aman', 'bungkusnya', 'rapi', 'produknya', 'juga', 'original', 'pemakaiannya', 'harus', 'rutin', 'beda', 'banget', 'setelah', 'di', 'pakein', 'sm', 'engga', 'bagus', 'lah']","['tekstur', 'ringan', 'tidak', 'lengket', 'aplikasikan', 'aroma', 'wangi', 'seger', 'enak', 'lahh', 'efek', 'ngaruh', 'banget', 'paketnya', 'dateng', 'aman', 'bungkusnya', 'rapi', 'produknya', 'original', 'pemakaiannya', 'rutin', 'beda', 'banget', 'pakein', 'sm', 'engga', 'bagus', 'lah']","['tekstur', 'ringan', 'tidak', 'lengket', 'aplikasi', 'aroma', 'wangi', 'seger', 'enak', 'lahh', 'efek', 'ngaruh', 'banget', 'paket', 'dateng', 'aman', 'bungkus', 'rapi', 'produk', 'original', 'pakai', 'rutin', 'beda', 'banget', 'pakein', 'sm', 'engga', 'bagus', 'lah']",Positif,Positif
Shopee,nuha.99,5.0,2024-12-03T11:35:02.000Z,"Tekstur:gel putih
Aroma:wangi
Efek:melembabkan rambut

Nyobain shrd karena direkom temen. Semoga beneran cocok bisa bikin rambut lebih lembab dan gak gampang frizzy. Packing dan pengiriman aman. Lumayan banget dikasih free protein cream bentuk tube gini",Tekstur gel putih Aroma wangi Efek melembabkan rambut Nyobain shrd karena direkom temen Semoga beneran cocok bisa bikin rambut lebih lembab dan gak gampang frizzy Packing dan pengiriman aman Lumayan banget dikasih free protein cream bentuk tube gini,tekstur gel putih aroma wangi efek melembabkan rambut nyobain shrd karena direkom temen semoga beneran cocok bisa bikin rambut lebih lembab dan gak gampang frizzy packing dan pengiriman aman lumayan banget dikasih free protein cream bentuk tube gini,tekstur gel putih aroma wangi efek melembabkan rambut nyobain shrd karena direkom temen semoga beneran cocok bisa bikin rambut lebih lembab dan tidak gampang frizzy packing dan pengiriman aman lumayan banget dikasih free protein cream bentuk tube gini,"['tekstur', 'gel', 'putih', 'aroma', 'wangi', 'efek', 'melembabkan', 'rambut', 'nyobain', 'shrd', 'karena', 'direkom', 'temen', 'semoga', 'beneran', 'cocok', 'bisa', 'bikin', 'rambut', 'lebih', 'lembab', 'dan', 'tidak', 'gampang', 'frizzy', 'packing', 'dan', 'pengiriman', 'aman', 'lumayan', 'banget', 'dikasih', 'free', 'protein', 'cream', 'bentuk', 'tube', 'gini']","['tekstur', 'gel', 'putih', 'aroma', 'wangi', 'efek', 'melembabkan', 'rambut', 'nyobain', 'shrd', 'direkom', 'temen', 'semoga', 'beneran', 'cocok', 'bikin', 'rambut', 'lebih', 'lembab', 'tidak', 'gampang', 'frizzy', 'packing', 'pengiriman', 'aman', 'lumayan', 'banget', 'dikasih', 'free', 'protein', 'cream', 'bentuk', 'tube', 'gini']","['tekstur', 'gel', 'putih', 'aroma', 'wangi', 'efek', 'melembabkan', 'rambut', 'nyobain', 'shrd', 'direkom', 'temen', 'moga', 'beneran', 'cocok', 'bikin', 'rambut', 'lebih', 'lembab', 'tidak', 'gampang', 'frizzy', 'packing', 'kirim', 'aman', 'lumayan', 'banget', 'kasih', 'free', 'protein', 'cream', 'bentuk', 'tube', 'gin']",Positif,Positif
